disease	drug	proximity	pval
Arthritis, Gouty	prazosin	2.83333333333333	0.998625948300876
Arthritis, Gouty	prednicarbate	2	0.599239516386724
Arthritis, Gouty	prednisolone	2	0.63675533794423
Arthritis, Gouty	prednisolone acetate	2	0.643348413060771
Arthritis, Gouty	prednisone	2	0.580471939347127
Arthritis, Gouty	pregabalin	3	0.874012986245176
Arthritis, Gouty	pregnenolone	2.5	0.82101531190107
Arthritis, Gouty	prenylamine	2	0.5
Arthritis, Gouty	prilocaine	2	0.397363447230139
Arthritis, Gouty	primaquine	2	0.232658061024763
Arthritis, Gouty	primidone	2.58823529411765	0.851023700846105
Arthritis, Gouty	probenecid	2.66666666666667	0.724940881341723
Arthritis, Gouty	probucol	2.5	0.79980302554831
Arthritis, Gouty	procainamide	2	0.414055832271377
Arthritis, Gouty	procaine	2.46666666666667	0.754537219266652
Arthritis, Gouty	procarbazine	2	0.10040107365385
Arthritis, Gouty	procaterol	2	0.569452950120241
Arthritis, Gouty	prochlorperazine	2.875	0.999782982806939
Arthritis, Gouty	procyclidine	3	0.998816075231851
Arthritis, Gouty	profenamine	2.66666666666667	0.884528985284474
Arthritis, Gouty	proflavine	2	0.454795947408348
Arthritis, Gouty	progesterone	2.1	0.732429681582277
Arthritis, Gouty	proguanil	2	0.326246671503714
Arthritis, Gouty	promazine	2.85714285714286	0.999997625625874
Arthritis, Gouty	promethazine	2.81818181818182	0.999779856312118
Arthritis, Gouty	propafenone	2.25	0.89257021480982
Arthritis, Gouty	propanoic acid	2	0.397363447230139
Arthritis, Gouty	propantheline	3	0.883678925603411
Arthritis, Gouty	proparacaine	3	0.721457019907544
Arthritis, Gouty	propiomazine	2.85714285714286	0.99999368240773
Arthritis, Gouty	propiverine	2.85714285714286	0.997945518317064
Arthritis, Gouty	propofol	2.66666666666667	0.87268635057598
Arthritis, Gouty	propoxycaine	2.85714285714286	0.997168107270515
Arthritis, Gouty	propranolol	2.4	0.827162541352655
Arthritis, Gouty	propyl alcohol	2	0.424072650566491
Arthritis, Gouty	propylene glycol	2	0.320545910980988
Arthritis, Gouty	propylhexedrine	2	0.262421470906054
Arthritis, Gouty	propylthiouracil	3	0.825994008081695
Arthritis, Gouty	protamine sulfate	2.5	0.849547601654097
Arthritis, Gouty	protein s human	2.66666666666667	0.975854325241704
Arthritis, Gouty	prothrombin	2	0.17382724006666
Arthritis, Gouty	protirelin	3	0.798154521220958
Arthritis, Gouty	protokylol	2	0.607564331445103
Arthritis, Gouty	protriptyline	2.5	0.785668340064762
Arthritis, Gouty	prucalopride	2	0.12346374958809
Arthritis, Gouty	pseudoephedrine	2.23809523809524	0.985837702646716
Arthritis, Gouty	pyrantel	3	0.874330169576492
Arthritis, Gouty	pyrethrum extract	2	0.45740174409047
Arthritis, Gouty	pyridostigmine	2.66666666666667	0.925601611994386
Arthritis, Gouty	pyridoxal phosphate	2.36734693877551	0.866137201312603
Arthritis, Gouty	pyridoxine	2	0.267469696891442
Arthritis, Gouty	pyrimethamine	2	0.311110377366673
Arthritis, Gouty	pyruvic acid	2.35714285714286	0.484826051107466
Arthritis, Gouty	quazepam	2.6	0.725993166839935
Arthritis, Gouty	quetiapine	2.84615384615385	0.999999985144621
Arthritis, Gouty	quinagolide	3	0.99967779467196
Arthritis, Gouty	quinapril	2	0.227761049963819
Arthritis, Gouty	quinestrol	2	0.615393999131272
Arthritis, Gouty	quinethazone	2.4	0.693265650990179
Arthritis, Gouty	quinidine	2.5	0.953214598496593
Arthritis, Gouty	quinidine barbiturate	2.6	0.904832585834064
Arthritis, Gouty	quinine	2.5	0.708240579467802
Arthritis, Gouty	rabeprazole	2	0.5
Arthritis, Gouty	racepinephrine	2.77777777777778	0.999851978792848
Arthritis, Gouty	raloxifene	2	0.538314792755411
Arthritis, Gouty	raltitrexed	2	0.147268726995569
Arthritis, Gouty	ramelteon	2.5	0.961887578573769
Arthritis, Gouty	ramipril	2.5	0.590862262955681
Arthritis, Gouty	ramucirumab	2	0.482236284666628
Arthritis, Gouty	ranibizumab	2	0.443484292150164
Arthritis, Gouty	ranitidine	3	0.945884116801174
Arthritis, Gouty	ranolazine	2.76	0.999986646265343
Arthritis, Gouty	rapacuronium	3	0.953384822538703
Arthritis, Gouty	rasagiline	2	0.207485717393945
Arthritis, Gouty	ravulizumab	2	0.303977174948613
Arthritis, Gouty	reboxetine	3	0.898123230201775
Arthritis, Gouty	regadenoson	3	0.969500272206473
Arthritis, Gouty	regorafenib	2	0.405318121840565
Arthritis, Gouty	remdesivir	3	0.997674013116332
Arthritis, Gouty	remifentanil	2	0.255292482015055
Arthritis, Gouty	remoxipride	2.6	0.976773653242158
Arthritis, Gouty	repaglinide	2.5	0.84005436221155
Arthritis, Gouty	rescinnamine	2	0.277669818423777
Arthritis, Gouty	reserpine	2	0.252208327408592
Arthritis, Gouty	reslizumab	3	0.793337788197683
Arthritis, Gouty	resorcinol	3	0.780684865229451
Arthritis, Gouty	resveratrol	2.08695652173913	0.861402446574017
Arthritis, Gouty	reteplase	2.25	0.922629045893056
Arthritis, Gouty	revefenacin	3	0.992438101086726
Arthritis, Gouty	ribavirin	2.25	0.577884485715017
Arthritis, Gouty	ribociclib	2	0.629518196223263
Arthritis, Gouty	riboflavin	2	0.100614577137609
Arthritis, Gouty	ribostamycin	2	0.37717487214748
Arthritis, Gouty	rifabutin	1	0.000302586131269019
Arthritis, Gouty	rifampicin	2	0.43054704987976
Arthritis, Gouty	rifaximin	2	0.421945575872959
Arthritis, Gouty	rilmenidine	3	0.965661217299385
Arthritis, Gouty	rilonacept	2.33333333333333	0.530306043870141
Arthritis, Gouty	rilpivirine	2	0.482236284666628
Arthritis, Gouty	riluzole	2	0.208205291332311
Arthritis, Gouty	rimexolone	2	0.607564331445103
Arthritis, Gouty	rimonabant	3	0.965661217299385
Arthritis, Gouty	riociguat	2	0.266836920025131
Arthritis, Gouty	risankizumab	3	0.953361828137612
Arthritis, Gouty	risedronic acid	2	0.309420465698755
Arthritis, Gouty	risperidone	2.73333333333333	0.999991065153879
Arthritis, Gouty	ritodrine	2	0.62282512785252
Arthritis, Gouty	ritonavir	2	0.443484292150164
Arthritis, Gouty	rituximab	3	0.945585741494888
Arthritis, Gouty	rivaroxaban	2	0.332054137048752
Arthritis, Gouty	rivastigmine	3	0.9407583670748
Arthritis, Gouty	rizatriptan	3	0.921077128052176
Arthritis, Gouty	rocuronium	3.33333333333333	0.998698980656667
Arthritis, Gouty	rofecoxib	2	0.336722931438395
Arthritis, Gouty	roflumilast	2	0.156786605682565
Arthritis, Gouty	rolapitant	3	0.878848306220981
Arthritis, Gouty	romidepsin	2	0.637270356312522
Arthritis, Gouty	romiplostim	3	0.983151379636745
Arthritis, Gouty	romosozumab	3	0.864333939053617
Arthritis, Gouty	ropinirole	2.88888888888889	0.999991261229805
Arthritis, Gouty	ropivacaine	3	0.783690621275128
Arthritis, Gouty	rosiglitazone	2	0.435754198845037
Arthritis, Gouty	rosuvastatin	2	0.26177923620177
Arthritis, Gouty	rotigotine	2.71428571428571	0.998311030724008
Arthritis, Gouty	roxithromycin	2	0.348782706757389
Arthritis, Gouty	rucaparib	2	0.316799002918507
Arthritis, Gouty	rufinamide	2	0.356651586939229
Arthritis, Gouty	rupatadine	2	0.187625218315692
Arthritis, Gouty	rutin	2	0.242497250706788
Arthritis, Gouty	ruxolitinib	2	0.617911422188953
Arthritis, Gouty	sacubitril	2	0.522943119175437
Arthritis, Gouty	safinamide	2	0.21268534215561
Arthritis, Gouty	salbutamol	2.33333333333333	0.663756058827945
Arthritis, Gouty	salicylic acid	2.33333333333333	0.579926346968396
Arthritis, Gouty	salmeterol	2.33333333333333	0.770841152933461
Arthritis, Gouty	salmon calcitonin	3	0.955156989114818
Arthritis, Gouty	salsalate	2.5	0.913479347458114
Arthritis, Gouty	sapropterin	2.5	0.872856849437202
Arthritis, Gouty	sargramostim	2.4	0.897713285524707
Arthritis, Gouty	sarilumab	1.42857142857143	2.82052683451263e-09
Arthritis, Gouty	saxagliptin	2	0.370072067902287
Arthritis, Gouty	scopolamine	3	0.999535053061495
Arthritis, Gouty	secobarbital	2.52941176470588	0.936570154272262
Arthritis, Gouty	secretin human	3	0.917168874638881
Arthritis, Gouty	secukinumab	2	0.232155176837053
Arthritis, Gouty	segesterone acetate	2	0.628854285188848
Arthritis, Gouty	selegiline	2	0.104101746244415
Arthritis, Gouty	selexipag	2	0.313974599262192
Arthritis, Gouty	selinexor	2	0.643348413060771
Arthritis, Gouty	semaglutide	2	0.460172162722971
Arthritis, Gouty	sennosides	3	0.859492427064479
Arthritis, Gouty	seractide acetate	2	0.193738942187845
Arthritis, Gouty	sermorelin	3	0.790292034819316
Arthritis, Gouty	sertindole	2.875	0.999992867124946
Arthritis, Gouty	sertraline	2.2	0.419869416642514
Arthritis, Gouty	sevoflurane	2.55555555555556	0.802994331763127
Arthritis, Gouty	sibutramine	2.33333333333333	0.613912239550096
Arthritis, Gouty	sildenafil	2.33333333333333	0.427525838888502
Arthritis, Gouty	silicon dioxide	4	0.993600443139877
Arthritis, Gouty	silodosin	3	0.995664036505156
Arthritis, Gouty	siltuximab	3	0.912440761559609
Arthritis, Gouty	silver	2.30769230769231	0.278784155221269
Arthritis, Gouty	simoctocog alfa	2	0.368095261747934
Arthritis, Gouty	simvastatin	2	0.240572099038279
Arthritis, Gouty	siponimod	2.5	0.668364489897296
Arthritis, Gouty	sipuleucel-t	2	0.1647100087752
Arthritis, Gouty	sirolimus	2	0.462464005067271
Arthritis, Gouty	sitagliptin	2	0.37717487214748
Arthritis, Gouty	sitaxentan	2	0.26177923620177
Arthritis, Gouty	sodium carbonate	2.75	0.984001985619378
Arthritis, Gouty	sodium ferric gluconate complex	2.5	0.910422151108726
Arthritis, Gouty	sodium stibogluconate	1	7.22039941045998e-06
Arthritis, Gouty	sodium sulfate	2.5	0.736057836608435
Arthritis, Gouty	sodium tetradecyl sulfate	2.5	0.814972271417728
Arthritis, Gouty	solifenacin	3	0.995535168065738
Arthritis, Gouty	solriamfetol	2.5	0.689481932081082
Arthritis, Gouty	somatostatin	2.8	0.97233005594012
Arthritis, Gouty	somatotropin	2	0.28968896964008
Arthritis, Gouty	somatrem	2	0.414499995640554
Arthritis, Gouty	sonidegib	3	0.988690301312338
Arthritis, Gouty	sorafenib	2	0.401798746623836
Arthritis, Gouty	sotalol	2.33333333333333	0.970884320105708
Arthritis, Gouty	soybean oil	2	0.532482826449721
Arthritis, Gouty	sparfloxacin	2	0.556515707849836
Arthritis, Gouty	spirapril	2	0.292508807669128
Arthritis, Gouty	spironolactone	2.56666666666667	0.991141879784023
Arthritis, Gouty	stanozolol	2	0.599239516386724
Arthritis, Gouty	stearic acid	2.5	0.652761717496046
Arthritis, Gouty	stiripentol	2.53333333333333	0.739924872375045
Arthritis, Gouty	streptokinase	2	0.439698306008775
Arthritis, Gouty	streptomycin	3	0.961685806645801
Arthritis, Gouty	streptozocin	2.5	0.7313607281088
Arthritis, Gouty	succinic acid	2.15	0.213202481357561
Arthritis, Gouty	succinylcholine	3	0.998419520937861
Arthritis, Gouty	sucralfate	2	0.304867027277916
Arthritis, Gouty	sufentanil	2	0.242690864839527
Arthritis, Gouty	sulfamethoxazole	2	0.392435668554897
Arthritis, Gouty	sulfasalazine	2.1	0.188488550612064
Arthritis, Gouty	sulfinpyrazone	2.25	0.700494279100735
Arthritis, Gouty	sulindac	2.28571428571429	0.714573777324822
Arthritis, Gouty	sulodexide	3	0.967923159199014
Arthritis, Gouty	sulpiride	2.75	0.955950971422828
Arthritis, Gouty	sumatriptan	2.75	0.848867362806898
Arthritis, Gouty	sunitinib	2	0.333209424462438
Arthritis, Gouty	suprofen	2.5	0.870384317293019
Arthritis, Gouty	susoctocog alfa	2	0.370072067902287
Arthritis, Gouty	suvorexant	3	0.945109256444099
Arthritis, Gouty	synthetic conjugated estrogens, a	2	0.667945862951247
Arthritis, Gouty	synthetic conjugated estrogens, b	2	0.643348413060771
Arthritis, Gouty	tacrine	3	0.946037854856186
Arthritis, Gouty	tacrolimus	2	0.539827837277029
Arthritis, Gouty	tadalafil	2.5	0.433031169141399
Arthritis, Gouty	tafamidis	3	0.99970189568733
Arthritis, Gouty	tafluprost	3	0.880019859640287
Arthritis, Gouty	tagraxofusp	2.5	0.928616380103965
Arthritis, Gouty	talazoparib	2	0.530809008469575
Arthritis, Gouty	talbutal	2.58823529411765	0.856270380598717
Arthritis, Gouty	tamoxifen	1.94117647058824	0.27793719189856
Arthritis, Gouty	tamsulosin	3	0.997404283519002
Arthritis, Gouty	tapentadol	2.33333333333333	0.705015656482567
Arthritis, Gouty	tasimelteon	2.5	0.953602836469735
Arthritis, Gouty	tasonermin	2	0.593951541384903
Arthritis, Gouty	taurine	2.5625	0.764074634862862
Arthritis, Gouty	taurocholic acid	2.5	0.754728197170023
Arthritis, Gouty	tazarotene	2	0.453073873373715
Arthritis, Gouty	technetium tc-99m nofetumomab merpentan	2.5	0.688889622633327
Arthritis, Gouty	technetium tc-99m tilmanocept	2	0.176220180823174
Arthritis, Gouty	teduglutide	2	0.227272062436361
Arthritis, Gouty	tegafur	2	0.397363447230139
Arthritis, Gouty	tegafur-uracil	2	0.19332691244163
Arthritis, Gouty	tegaserod	2.75	0.940387188860646
Arthritis, Gouty	telaprevir	3	0.668096209285778
Arthritis, Gouty	telmisartan	2	0.530809008469575
Arthritis, Gouty	telotristat ethyl	3	0.903503537482732
Arthritis, Gouty	temazepam	2.5625	0.646156264330844
Arthritis, Gouty	temsirolimus	2	0.580471939347127
Arthritis, Gouty	tenapanor	3	0.912440761559609
Arthritis, Gouty	tenecteplase	2.27272727272727	0.989286512637186
Arthritis, Gouty	teniposide	2	0.539827837277029
Arthritis, Gouty	tenoxicam	2.5	0.860741898551877
Arthritis, Gouty	terazosin	2.8	0.991029242147817
Arthritis, Gouty	terbinafine	2	0.17438538255815
Arthritis, Gouty	terbutaline	2.33333333333333	0.802361793596189
Arthritis, Gouty	terfenadine	2.71428571428571	0.968506929394546
Arthritis, Gouty	teriflunomide	2	0.297781794118698
Arthritis, Gouty	teriparatide	2	0.303977174948613
Arthritis, Gouty	terlipressin	2.66666666666667	0.825899160293437
Arthritis, Gouty	tesamorelin	3	0.83082413921889
Arthritis, Gouty	testolactone	2	0.154679389636499
Arthritis, Gouty	testosterone	2	0.572539989341635
Arthritis, Gouty	testosterone cypionate	2	0.610338237362373
Arthritis, Gouty	testosterone enanthate	2	0.583853698238546
Arthritis, Gouty	testosterone propionate	2	0.62282512785252
Arthritis, Gouty	testosterone undecanoate	2	0.668096209285778
Arthritis, Gouty	tetrabenazine	2.5	0.782538481486449
Arthritis, Gouty	tetracaine	2.66666666666667	0.976513221523433
Arthritis, Gouty	tetrachlorodecaoxide	2	0.165861977702976
Arthritis, Gouty	tetracosactide	2	0.232658061024763
Arthritis, Gouty	tetracycline	2.5	0.983682856336675
Arthritis, Gouty	tetradecyl hydrogen sulfate (ester)	2	0.237569428041602
Arthritis, Gouty	tetraferric tricitrate decahydrate	2	0.460172162722971
Arthritis, Gouty	tetryzoline	3	0.961685806645801
Arthritis, Gouty	tezacaftor	2	0.599239516386724
Arthritis, Gouty	thalidomide	2.14285714285714	0.554270248285717
Arthritis, Gouty	theophylline	2.28571428571429	0.664395840000323
Arthritis, Gouty	thiamine	2.5	0.404653594320306
Arthritis, Gouty	thiamylal	3.33333333333333	0.999047469524174
Arthritis, Gouty	thiethylperazine	2.66666666666667	0.989766099724651
Arthritis, Gouty	thimerosal	2.33333333333333	0.387849285505375
Arthritis, Gouty	thiopental	2.75	0.963417568513608
Arthritis, Gouty	thioridazine	2.83333333333333	0.99999658176448
Arthritis, Gouty	thiothixene	3	0.999984774173766
Arthritis, Gouty	thonzonium	2	0.522943119175437
Arthritis, Gouty	thonzylamine	2.83333333333333	0.990861457009715
Arthritis, Gouty	threonine	2.33333333333333	0.641997602247835
Arthritis, Gouty	thrombin	2.4	0.877136926523727
Arthritis, Gouty	thrombin alfa	2.375	0.885040321466418
Arthritis, Gouty	thrombomodulin alfa	2.5	0.936659802299527
Arthritis, Gouty	thyrotropin alfa	2	0.370072067902287
Arthritis, Gouty	tiagabine	3	0.761446394020469
Arthritis, Gouty	tiaprofenic acid	2.5	0.911492008562598
Arthritis, Gouty	tibolone	2	0.643348413060771
Arthritis, Gouty	ticagrelor	3	0.714274713647501
Arthritis, Gouty	ticlopidine	3	0.633521587766168
Arthritis, Gouty	tildrakizumab	3	0.953104152758971
Arthritis, Gouty	tiludronic acid	2	0.595346405679694
Arthritis, Gouty	timolol	2.5	0.966194615634024
Arthritis, Gouty	tinzaparin	2.33333333333333	0.813553920791088
Arthritis, Gouty	tioconazole	2	0.227761049963819
Arthritis, Gouty	tiotropium	3	0.995411054987289
Arthritis, Gouty	tipiracil	2	0.217538793096214
Arthritis, Gouty	tirofiban	2	0.356651586939229
Arthritis, Gouty	tisagenlecleucel	2	0.38409908550975
Arthritis, Gouty	titanium dioxide	4	0.996585136269603
Arthritis, Gouty	tixocortol	2	0.649739785701631
Arthritis, Gouty	tizanidine	2.85714285714286	0.999302785337673
Arthritis, Gouty	tocainide	2	0.384606000868728
Arthritis, Gouty	tocilizumab	2	0.257403132953896
Arthritis, Gouty	tocofersolan	2	0.314940478733754
Arthritis, Gouty	tofacitinib	2	0.629518196223263
Arthritis, Gouty	tolazamide	3	0.971313792796183
Arthritis, Gouty	tolazoline	2.83333333333333	0.98075079631986
Arthritis, Gouty	tolbutamide	2.5	0.773485148271616
Arthritis, Gouty	tolcapone	2	0.350260214298369
Arthritis, Gouty	tolfenamic acid	2.5	0.865563405913591
Arthritis, Gouty	tolmetin	2.5	0.94470305720965
Arthritis, Gouty	tolterodine	3	0.99164432319964
Arthritis, Gouty	tolvaptan	2.5	0.721457019907544
Arthritis, Gouty	topiramate	2.65384615384615	0.996826137102312
Arthritis, Gouty	topotecan	2	0.130978434238745
Arthritis, Gouty	torasemide	2.5	0.68019966502962
Arthritis, Gouty	toremifene	2	0.685059521266246
Arthritis, Gouty	tositumomab	1.6	9.3011273764565e-06
Arthritis, Gouty	tramadol	2.54545454545455	0.998935406404326
Arthritis, Gouty	trametinib	2	0.439698306008775
Arthritis, Gouty	trandolapril	2	0.272551233636201
Arthritis, Gouty	tranexamic acid	2	0.565406593191326
Arthritis, Gouty	tranylcypromine	2	0.143694031128996
Arthritis, Gouty	trastuzumab	1.5	3.72807229061579e-08
Arthritis, Gouty	trastuzumab deruxtecan	1	2.21750868385654e-06
Arthritis, Gouty	trastuzumab emtansine	2	0.62282512785252
Arthritis, Gouty	travoprost	3	0.874330169576492
Arthritis, Gouty	trazodone	2.57142857142857	0.939896974764565
Arthritis, Gouty	treprostinil	2.33333333333333	0.47119706057021
Arthritis, Gouty	triamcinolone	2	0.580471939347127
Arthritis, Gouty	triamterene	2	0.16937824628127
Arthritis, Gouty	triazolam	2.5625	0.664532602114985
Arthritis, Gouty	trichlormethiazide	2.4	0.811522147519349
Arthritis, Gouty	triclosan	2.2	0.638424176933782
Arthritis, Gouty	trifarotene	2	0.416848089164225
Arthritis, Gouty	trifluoperazine	2.66666666666667	0.996680382800078
Arthritis, Gouty	triflupromazine	3	0.999673276624929
Arthritis, Gouty	trifluridine	2	0.409719815650881
Arthritis, Gouty	triflusal	2.25	0.612832504153318
Arthritis, Gouty	trihexyphenidyl	3	0.993100781000382
Arthritis, Gouty	trilostane	2.33333333333333	0.700494279100735
Arthritis, Gouty	trimebutine	2.58333333333333	0.997158343279202
Arthritis, Gouty	trimetazidine	2	0.397363447230139
Arthritis, Gouty	trimethadione	3	0.752730330154467
Arthritis, Gouty	trimethoprim	2	0.298602920768755
Arthritis, Gouty	trimetrexate	2	0.350260214298369
Arthritis, Gouty	trimipramine	2.75	0.999996712730463
Arthritis, Gouty	tripelennamine	2	0.21313749767595
Arthritis, Gouty	triprolidine	2	0.272551233636201
Arthritis, Gouty	triptorelin	3	0.830452011862318
Arthritis, Gouty	troglitazone	2	0.264000379471269
Arthritis, Gouty	trolamine salicylate	2.5	0.818661067143788
Arthritis, Gouty	troleandomycin	2	0.454795947408348
Arthritis, Gouty	tromethamine	2.2	0.24255673149776
Arthritis, Gouty	tropicamide	3	0.997842335662586
Arthritis, Gouty	tropisetron	3	0.893318648385445
Arthritis, Gouty	trospium	3	0.874330169576492
Arthritis, Gouty	trovafloxacin	2	0.556515707849836
Arthritis, Gouty	tryptophan	2.5	0.798154521220958
Arthritis, Gouty	tuberculin purified protein derivative	2	0.382088577811047
Arthritis, Gouty	tubocurarine	3	0.98672968114609
Arthritis, Gouty	turoctocog alfa	2.33333333333333	0.773280907426124
Arthritis, Gouty	turoctocog alfa pegol	2.33333333333333	0.785056455360617
Arthritis, Gouty	turpentine	1	0.00232598688366816
Arthritis, Gouty	tyloxapol	2	0.348782706757389
Arthritis, Gouty	tyrosine	2.25	0.474861446728314
Arthritis, Gouty	tyrothricin	3	0.983151379636745
Arthritis, Gouty	ubidecarenone	2	0.382088577811048
Arthritis, Gouty	ubrogepant	3	0.879160118403912
Arthritis, Gouty	udenafil	2	0.184060125346759
Arthritis, Gouty	ulipristal	2	0.686025400737808
Arthritis, Gouty	ulobetasol	2	0.569452950120241
Arthritis, Gouty	umeclidinium	3	0.998588423564115
Arthritis, Gouty	upadacitinib	2	0.482236284666628
Arthritis, Gouty	urea	2	0.365492599484296
Arthritis, Gouty	urofollitropin	2	0.348782706757389
Arthritis, Gouty	urokinase	2.4	0.992481680288082
Arthritis, Gouty	ursodeoxycholic acid	2.5	0.601570073053631
Arthritis, Gouty	ustekinumab	3	0.936900856700496
Arthritis, Gouty	valdecoxib	2.33333333333333	0.472991281008641
Arthritis, Gouty	valine	2	0.292657305508881
Arthritis, Gouty	valproic acid	2.61111111111111	0.999015352946715
Arthritis, Gouty	valsartan	2	0.391289447022351
Arthritis, Gouty	vandetanib	1.8	0.126423461282507
Arthritis, Gouty	vardenafil	2.33333333333333	0.43996009631905
Arthritis, Gouty	varenicline	2.75	0.817731633440876
Arthritis, Gouty	vasopressin	2.66666666666667	0.888931500767791
Arthritis, Gouty	vecuronium	4	0.990907805679678
Arthritis, Gouty	vedolizumab	2	0.473976628658378
Arthritis, Gouty	velaglucerase alfa	2	0.454795947408348
Arthritis, Gouty	vemurafenib	2	0.539827837277029
Arthritis, Gouty	venetoclax	2	0.585500004359447
Arthritis, Gouty	venlafaxine	2.33333333333333	0.584651994346815
Arthritis, Gouty	verapamil	2.54545454545455	0.996735510990661
Arthritis, Gouty	vernakalant	2	0.253123099714367
Arthritis, Gouty	vigabatrin	2.5	0.787762564280041
Arthritis, Gouty	vilanterol	2	0.556515707849836
Arthritis, Gouty	vilazodone	2	0.228485704485916
Arthritis, Gouty	vildagliptin	2	0.389537016279682
Arthritis, Gouty	viloxazine	3	0.883678925603411
Arthritis, Gouty	vinblastine	2	0.33962079884241
Arthritis, Gouty	vincristine	2	0.638534927211517
Arthritis, Gouty	vindesine	2	0.449519206289237
Arthritis, Gouty	vinflunine	2	0.607564331445103
Arthritis, Gouty	vinorelbine	2	0.643348413060771
Arthritis, Gouty	vismodegib	3	0.945585741494888
Arthritis, Gouty	vitamin a	2.35294117647059	0.144219077487091
Arthritis, Gouty	vitamin d	2.5	0.970198183862429
Arthritis, Gouty	vitamin e	2	0.136621844293096
Arthritis, Gouty	von willebrand factor human	2	0.431949773586689
Arthritis, Gouty	vonicog alfa	2	0.406048458615097
Arthritis, Gouty	vorapaxar	2	0.370072067902287
Arthritis, Gouty	voretigene neparvovec	4	0.991813471596769
Arthritis, Gouty	vorinostat	2	0.720441113077797
Arthritis, Gouty	vortioxetine	2.57142857142857	0.967562546441192
Arthritis, Gouty	voxelotor	3	0.936106814026672
Arthritis, Gouty	warfarin	2.5	0.991883424589392
Arthritis, Gouty	xamoterol	3	0.976703148314434
Arthritis, Gouty	xanthinol	2	0.363894554121422
Arthritis, Gouty	ximelagatran	2	0.430547049879759
Arthritis, Gouty	xylometazoline	3	0.999582180382938
Arthritis, Gouty	yohimbine	2.88235294117647	0.999999992608285
Arthritis, Gouty	zafirlukast	4	0.970007906386994
Arthritis, Gouty	zaleplon	2.5	0.553579204630711
Arthritis, Gouty	zanamivir	3	0.640738483894795
Arthritis, Gouty	zanubrutinib	1.86666666666667	0.0401199126412404
Arthritis, Gouty	zidovudine	2	0.590280184349119
Arthritis, Gouty	zileuton	2	0.370481803776737
Arthritis, Gouty	zimelidine	2	0.0749224137959784
Arthritis, Gouty	zinc	2.25217391304348	0.976821024229773
Arthritis, Gouty	zinc acetate	2.25217391304348	0.930243181345584
Arthritis, Gouty	zinc chloride	2.25217391304348	0.958231612400953
Arthritis, Gouty	ziprasidone	2.84	0.999999908352696
Arthritis, Gouty	zofenopril	2	0.308508141767109
Arthritis, Gouty	zoledronic acid	2	0.129735573022754
Arthritis, Gouty	zolmitriptan	2.75	0.810333470952651
Arthritis, Gouty	zolpidem	3	0.981698179237544
Arthritis, Gouty	zonisamide	2.76	0.993848295267605
Arthritis, Gouty	zopiclone	2.6	0.586214702847596
Arthritis, Gouty	zotepine	2.75	0.999790392851455
Arthritis, Gouty	zucapsaicin	2	0.298602920768755
Arthritis, Gouty	zuclopenthixol	2.85714285714286	0.999765180590812
